EMA_slow,EMA_fast,RSI,BB_upper,BB_middle,BB_lower,ATR,MACD,MACD_signal,MACD_hist,ROC,ADX,DC_upper,DC_lower,DC_middle,Volume_SMA,Volatility,signals
0.050094763692261596,0.04221303489372749,0.4692121287354856,0.046324657012939224,0.04931629193402089,0.06038094179128144,0.026083750626024103,0.5410067803990826,0.527454859290475,0.6487939310229525,0.5542028055158336,0.28790854489930684,0.051455449718698684,0.07563502502123658,0.06271231902030519,0.005232994651974243,0.13850592856337052,0.0
0.0496281581587025,0.04186365100724432,0.4290382722085036,0.04629671213307446,0.04942802343342072,0.060637370125363396,0.028011694801325863,0.5407556458905024,0.5293914664107492,0.6432873577098295,0.584799738479127,0.281430745280946,0.05104500659842638,0.07563502502123658,0.06249295884929232,0.005458166351905186,0.140074662776214,0.0
0.049197594322435534,0.04157919095735693,0.48156879442798667,0.04547031446315267,0.04988629129389137,0.06243910667192899,0.028509243648030792,0.5417105357285179,0.5311569934768865,0.6415906793869387,0.5562708185242542,0.272007266990708,0.05104500659842638,0.07563502502123658,0.06249295884929232,0.004773509153831772,0.14095030123531643,0.0
0.048728261593247724,0.04121549871999994,0.4064445879799351,0.045346183631536724,0.049942869991785224,0.0626848413992694,0.030912026561981915,0.5408666349784166,0.5323783080020298,0.6361934773226267,0.5035003108837837,0.2708334661013142,0.05104500659842638,0.07563502502123658,0.06249295884929232,0.005548669503567052,0.14442610624608898,0.0
0.048288857204173835,0.040905504702788975,0.4478691605705852,0.045360688553959444,0.04986206194000302,0.06250539571994072,0.027658872396701693,0.5411283808813373,0.5334146337817014,0.6343588602130876,0.5023198793933858,0.2697435081325914,0.05104500659842638,0.07563502502123658,0.06249295884929232,0.005256376425515314,0.14477755664336878,0.0
0.0478628653166944,0.040616671534594695,0.4575326323099839,0.04527349284899049,0.049723249293939106,0.06231527372772576,0.024644561487936922,0.5416661209554333,0.5343654693428744,0.6335110150257707,0.4837916199740541,0.2651036446733064,0.05104500659842638,0.07563502502123658,0.06249295884929232,0.004472655687296049,0.14252084222083747,0.0
0.047435478684151794,0.04032037815507544,0.4394282866457522,0.04472823528743142,0.04941120656380814,0.062255886456251755,0.02211658447196861,0.541877650718051,0.5351740401610976,0.63210011118492,0.4893531828669411,0.25960028660930967,0.05104500659842638,0.07563502502123658,0.06249295884929232,0.0036892778244657816,0.14229379253328078,0.0
0.04701015753459925,0.04002347733961564,0.4271362808691143,0.04436801151799119,0.04914942940252558,0.06210364674592621,0.018970317716039284,0.5419577915533262,0.5358390452588959,0.630676304961663,0.4994000673862451,0.25752167345495003,0.05104500659842638,0.07563502502123658,0.06249295884929232,0.0025212121691618947,0.12109194150753132,0.0
0.04658095220331987,0.03971470039761921,0.4028673970382938,0.04425453949191768,0.04893907158884793,0.06179586725040247,0.016648775340928013,0.5417161553804688,0.5363163291642306,0.6288145889386753,0.49073690464362896,0.257629758257642,0.05104500659842638,0.07563502502123658,0.06249295884929232,0.0011265505733652897,0.10182535265526621,0.0
0.046145116292477945,0.03938911729709493,0.37351985080160316,0.04408352313060049,0.04866156602847789,0.061412310265015466,0.015321792395566735,0.5411210406013576,0.5365633884545867,0.6265313472387559,0.5047619447060231,0.26249880336298737,0.05104500659842638,0.07563502502123658,0.06249295884929232,0.0,0.08751151693813819,0.0
0.04574876177067025,0.03913526288290453,0.46066827359021295,0.0440670747065848,0.048621532082565325,0.06134831250307303,0.016030122717888513,0.541951598778436,0.53694912149723,0.6279066376000216,0.5034425059649638,0.2554134403211104,0.05104500659842638,0.07563502502123658,0.06249295884929232,0.0002187761973376917,0.089197891409499,0.0
0.04533400294529577,0.03884119040015513,0.40566026706944236,0.04389621089513221,0.048395630909789475,0.061069429416474044,0.01658926491607836,0.5417835991719251,0.5372196632652362,0.6267642335971185,0.4961915949924756,0.2512320098165794,0.05104500659842638,0.07563502502123658,0.06249295884929232,0.0004052150493645962,0.08175727693006561,0.0
0.044888380681324475,0.03848396929896475,0.3371288922353676,0.04392002280911941,0.04808263032559647,0.06040847651222818,0.019060953374296148,0.540362216378686,0.537114214772272,0.6230353680164693,0.4584106503745233,0.2599343966522849,0.05104500659842638,0.07563502502123658,0.06249295884929232,0.000911715718564951,0.08494092311242032,0.0
0.044463017566881535,0.03816261072181945,0.370650692355651,0.043286758832605104,0.04766668219914104,0.060230735778748365,0.020700234002271466,0.5398379702059668,0.5369111368272196,0.6220671325557705,0.47486594726516373,0.26801518442829714,0.05104500659842638,0.07563502502123658,0.06249295884929232,6.611387629669452e-05,0.084341843968527,0.0
